combined_rank,player,pos,team,value,blended_score,hkb_rank,current_rank,current_value,sp_rank,rp_rank,sources_matched,level,prospect_rank
1005,Colin Houck,"3B,SS",NYM,0.0,852.0,852,,,,,1,A+,317
1006,Colton Gordon,SP,HOU,0.0,852.0,852,,,,,1,MLB,
1007,Colton Ledbetter,OF,TB,0.0,852.0,852,,,,,1,AAA,318
1008,Connor Phillips,RP,CIN,0.0,852.0,852,,,,,1,MLB,
1009,Connor Wong,"C,1B",BOS,0.0,852.0,852,,,,,1,MLB,
1010,Conrad Cason,SS,BOS,0.0,852.0,852,,,,,1,ROK,319
1011,Cooper Criswell,RP,BOS,0.0,852.0,852,,,,,1,MLB,
1012,Cooper Hjerpe,SP,STL,0.0,852.0,852,,,,,1,AAA,320
1013,Cooper Kinney,2B,TB,0.0,852.0,852,,,,,1,AAA,321
1014,Cory Lewis,RP,MIN,0.0,852.0,852,,,,,1,AA,322
1015,Coy James,SS,WSH,0.0,852.0,852,,,,,1,A,323
1016,Craig Kimbrel,RP,ATL/TEX/HOU,0.0,852.0,852,,,,,1,MLB,
1017,Craig Yoho,"SP,RP",MIL,0.0,852.0,852,,,,,1,MLB,
1018,Creed Willems,"C,1B",BAL,0.0,852.0,852,,,,,1,AAA,324
1019,Cristhian Vaquero,OF,WSH,0.0,852.0,852,,,,,1,A+,325
1020,Cristian Hernandez,"2B,SS",CHC,0.0,852.0,852,,,,,1,AA,326
1021,Cristian Mena,RP,ARI,0.0,852.0,852,,,,,1,AAA,327
1022,Cristofer Torin,"2B,SS",ARI,0.0,852.0,852,,,,,1,AA,328
1023,Daiber De Los Santos,SS,MIN,0.0,852.0,852,,,,,1,ROK,329
1024,Dakota Hudson,SP,LAA,0.0,852.0,852,,,,,1,MLB,
1025,Dameury Pena,UT,MIN,0.0,852.0,852,,,,,1,A+,330
1026,Dane Dunning,SP,TEX/ATL,0.0,852.0,852,,,,,1,AAA,331
1027,Dane Myers,"1B,OF",MIA,0.0,852.0,852,386,6.6,,,1,MLB,
1028,Daniel Duarte,RP,MIN,0.0,852.0,852,,,,63,1,MLB,
1029,Daniel Eagen,SP,ARI,0.0,852.0,852,,,,,1,AA,332
1030,Daniel Lynch,"SP,RP",KC,0.0,852.0,852,,,,,1,MLB,
1031,Daniel Schneemann,"2B,3B,SS,OF",CLE,0.0,852.0,852,,,,,1,MLB,
1032,Daniel Susac,C,ATH,0.0,852.0,852,,,,,1,MLB,
1033,Danny Coulombe,RP,MIN/TEX,0.0,852.0,852,,,,,1,MLB,
1034,Danny Jansen,C,TB/MIL,0.0,852.0,852,,,,,1,MLB,
1035,Darell Hernaiz,"2B,3B,SS",ATH,0.0,852.0,852,387,6.6,,,1,MLB,
1036,Darell Morel,SS,PIT,0.0,852.0,852,,,,,1,A,333
1037,Dauri Fernandez,2B,CLE,0.0,852.0,852,,,,,1,A+,334
1038,David Davalillo,SP,TEX,0.0,852.0,852,,,,,1,AAA,335
1039,David Festa,SP,MIN,0.0,852.0,852,,,,,1,AAA,336
1040,David Fry,"C,1B,OF",CLE,0.0,852.0,852,,,,,1,MLB,
1041,David Hagaman,SP,TEX/ARI,0.0,852.0,852,,,,,1,AA,337
1042,David Hamilton,"2B,SS",BOS,0.0,852.0,852,385,6.6,,,1,MLB,
1043,David Morgan,RP,SD,0.0,852.0,852,,,,,1,MLB,
1044,David Peralta,OF,(N/A),0.0,852.0,852,,,,,1,AAA,338
1045,David Sandlin,RP,BOS,0.0,852.0,852,,,,,1,MLB,
1046,Davis Schneider,"2B,3B,OF",TOR,0.0,852.0,852,,,,,1,MLB,
1047,Dawel Joseph,SS,SEA,0.0,852.0,852,,,,,1,ROK,339
1048,Dax Fulton,SP,MIA,0.0,852.0,852,,,,,1,MLB,
1049,Dean Curley,SS,CLE,0.0,852.0,852,,,,,1,AA,340
1050,Dean Moss,OF,TB,0.0,852.0,852,,,,,1,A,341
1051,Dedniel Nunez,RP,NYM,0.0,852.0,852,,,,,1,MLB,
1052,Deniel Ortiz,3B,STL,0.0,852.0,852,,,,,1,AA,342
1053,Dennis Santana,RP,PIT,0.0,852.0,852,,,,,1,MLB,
1054,Denzel Clarke,OF,ATH,0.0,852.0,852,,,,,1,MLB,
1055,Derek Hill,OF,MIA/CHW,0.0,852.0,852,,,,,1,MLB,
1056,Derniche Valdez,2B,CHC,0.0,852.0,852,,,,,1,A,343
1057,Devin Saltiban,2B,PHI,0.0,852.0,852,,,,,1,A+,344
1058,Diego Cartaya,C,MIN/SF,0.0,852.0,852,,,,,1,A+,345
1059,Diego Tornes,OF,ATL,0.0,852.0,852,,,,,1,ROK,346
1060,Dillon Head,OF,MIA,0.0,852.0,852,,,,,1,A+,347
1061,Dillon Lewis,OF,NYY,0.0,852.0,852,,,,,1,AA,348
1062,DL Hall,"SP,RP",MIL,0.0,852.0,852,,,,,1,MLB,
1063,Dominic Keegan,C,TB,0.0,852.0,852,,,,,1,AAA,349
1064,Dominic Smith,1B,NYY/SF,0.0,852.0,852,,,,,1,MLB,
1065,Donovan Walton,2B,NYM/PHI,0.0,852.0,852,,,,,1,MLB,
1066,Doug Nikhazy,SP,CLE,0.0,852.0,852,,,,,1,MLB,
1067,Drew Anderson,"SP,RP",DET,0.0,852.0,852,323,8.8,,,1,MLB,
1068,Drew Beam,SP,KC,0.0,852.0,852,,,,,1,AA,350
1069,Drew Gilbert,OF,NYM/SF,0.0,852.0,852,,,,,1,MLB,
1070,Drew Pomeranz,RP,SEA/CHC,0.0,852.0,852,,,,,1,MLB,
1071,Drew Romo,C,COL,0.0,852.0,852,,,,,1,MLB,
1072,Drew Waters,OF,KC,0.0,852.0,852,,,,,1,AAA,351
1073,Drey Jameson,RP,ARI,0.0,852.0,852,,,,,1,MLB,
1074,Drue Hackenberg,SP,ATL,0.0,852.0,852,,,,,1,AAA,352
1075,Dustin Harris,OF,TEX,0.0,852.0,852,,,,,1,MLB,
1076,Dyan Jorge,"2B,SS",COL,0.0,852.0,852,,,,,1,AA,353
1077,Dylan Carlson,OF,BAL,0.0,852.0,852,,,,,1,MLB,
1078,Dylan Dodd,"SP,RP",ATL,0.0,852.0,852,,,,70,1,MLB,
1079,Dylan Dreiling,OF,TEX,0.0,852.0,852,,,,,1,AA,354
1080,Dylan Moore,"1B,2B,3B,SS,OF",SEA/TEX,0.0,852.0,852,,,,,1,MLB,
1081,Dylan Smith,RP,DET,0.0,852.0,852,321,8.9,,67,1,MLB,
1082,Echedry Vargas,SS,MIA,0.0,852.0,852,,,,,1,A,355
1083,Eddie Rynders,3B,PIT,0.0,852.0,852,,,,,1,A,356
1084,Eddys Leonard,"2B,SS",DET/ATL,0.0,852.0,852,,,,,1,MLB,
1085,Edgar Montero,SS,ATH,0.0,852.0,852,,,,,1,A,357
1086,Edmundo Sosa,"2B,3B,SS",PHI,0.0,852.0,852,,,,,1,MLB,
1087,Edouard Julien,"1B,2B",MIN,0.0,852.0,852,,,,,1,MLB,
1088,Eduardo Beltre,OF,MIN,0.0,852.0,852,,,,,1,A,358
1089,Eiberson Castellano,RP,MIN/PHI,0.0,852.0,852,,,,,1,MLB,
1090,Eli White,OF,ATL,0.0,852.0,852,,,,,1,MLB,
1091,Elias Diaz,C,SD,0.0,852.0,852,,,,,1,MLB,
1092,Elijah Green,OF,WSH,0.0,852.0,852,,,,,1,AA,359
1093,Elorky Rodriguez,OF,TEX,0.0,852.0,852,,,,,1,ROK,360
1094,Eloy Jimenez,UT,TB/TOR,0.0,852.0,852,,,,,1,MLB,
1095,Elvis Alvarado,RP,ATH,0.0,852.0,852,,,,52,1,MLB,
1096,Emiliano Teodo,RP,TEX,0.0,852.0,852,,,,,1,MLB,
1097,Emilien Pitre,2B,TB,0.0,852.0,852,,,,,1,AAA,361
1098,Emmanuel Clase,RP,CLE,0.0,852.0,852,,,,,1,MLB,
1099,Enmanuel Bonilla,OF,TOR,0.0,852.0,852,,,,,1,A,362
1100,Enmanuel Tejeda,3B,NYY,0.0,852.0,852,,,,,1,A+,363
