reason,player,hkb_rank,best_rank
"on authority, unranked by all sources",Garrett Cooper,,
"on authority, unranked by all sources",Riley Pint,,
"on authority, unranked by all sources",Luis Valdez,,
"on authority, unranked by all sources",Tanner Allen,,
"on authority, unranked by all sources",Jauri Custodio,,
"on authority, unranked by all sources",Richi Gonzalez,,
"on authority, unranked by all sources",Ramon Ramirez,,
"on authority, unranked by all sources",Javier Santos,,
"on authority, unranked by all sources",Kevin Smith,,
"on authority, unranked by all sources",Elijah Tatis,,
"on authority, unranked by all sources",Brailyn Marquez,,
"on authority, unranked by all sources",Josh Mears,,
"on authority, unranked by all sources",Kohl Simas,,
"on authority, unranked by all sources",Simon Miller,,
"on authority, unranked by all sources",Brendan McKay,,
"on authority, unranked by all sources",Matt Wyatt,,
"on authority, unranked by all sources",Wes Clarke,,
"on authority, unranked by all sources",Nick Neidert,,
"on authority, unranked by all sources",Jack Herman,,
"on authority, unranked by all sources",Chris McMahon,,
"on authority, unranked by all sources",Packy Naughton,,
"on authority, unranked by all sources",Jordyn Adams,,
"on authority, unranked by all sources",Estuar Suero,,
"on authority, unranked by all sources",Samuel Acuna,,
"on authority, unranked by all sources",Carlos Aguiar,,
"on authority, unranked by all sources",Martin Gimenez,,
"on authority, unranked by all sources",Rikelbin De Castro,,
"on authority, unranked by all sources",Peter Van Loon,,
"on authority, unranked by all sources",Ryan Jennings,,
"on authority, unranked by all sources",Sandro Gaston,,
"on authority, unranked by all sources",Joe Elbis,,
"on authority, unranked by all sources",Julio Urias,,
"on authority, unranked by all sources",Brett Banks,,
"on authority, unranked by all sources",Gilbert Lara,,
"on authority, unranked by all sources",Elmer Rodriguez,,
"on authority, unranked by all sources",Wandy Abreu,,
"on authority, unranked by all sources",LuJames Groover,,
"on authority, unranked by all sources",Roch Cholowsky,,
"on authority, unranked by all sources",Boston Smith,,
"on authority, unranked by all sources",Easton Shelton,,
"on authority, unranked by all sources",Ben Jacobs,,
"on authority, unranked by all sources",Bryce Mayer,,
"on authority, unranked by all sources",Manuel Pena,,
"on authority, unranked by all sources",Grady Emerson,,
"on authority, unranked by all sources",Bryan Rincon,,
"on authority, unranked by all sources",Dylan Jordan,,
"on authority, unranked by all sources",Jhomnardo Reyes,,
"on authority, unranked by all sources",Zach Ehrhard,,
"on authority, unranked by all sources",Jackson Flora,,
"on authority, unranked by all sources",Rafe Perich,,
"on authority, unranked by all sources",Nate Payne,,
"on authority, unranked by all sources",Wilder Dalis,,
"on authority, unranked by all sources",Hector Osorio,,
"on authority, unranked by all sources",Mason Peters,,
"on authority, unranked by all sources",Brady Smith,,
"on authority, unranked by all sources",Sean Paul Linan,,
"on authority, unranked by all sources",Brock Rodden,,
"on authority, unranked by all sources",Keyner Martinez,,
"on authority, unranked by all sources",Aaron Walton,,
"on authority, unranked by all sources",Eliazar Dishmey,,
"on authority, unranked by all sources",Alex McFarlane,,
"on authority, unranked by all sources",Juan Martinez,,
"on authority, unranked by all sources",Andrew Sears,,
"on authority, unranked by all sources",Josh Ekness,,
"on authority, unranked by all sources",Yeremy Cabrera,,
"on authority, unranked by all sources",Julian Garcia,,
"on authority, unranked by all sources",Drew Burress,,
"on authority, unranked by all sources",Aidan Cremarosa,,
"on authority, unranked by all sources",Ryan Cesarini,,
"on authority, unranked by all sources",Seong-Jun Kim,,
"on authority, unranked by all sources",Junior Sanchez,,
"on authority, unranked by all sources",Jaiden Lo Re,,
"on authority, unranked by all sources",Jacob Lombard,,
"on authority, unranked by all sources",Axiel Plaz,,
"on authority, unranked by all sources",Luis Arana,,
"on authority, unranked by all sources",Mason Molina,,
"on authority, unranked by all sources",Justin Lebron,,
"on authority, unranked by all sources",Jacob Odle,,
"on authority, unranked by all sources",Jackson Steensma,,
"on authority, unranked by all sources",Breyson Guedez,,
"on authority, unranked by all sources",Handelfry Encarnacion,,
"on authority, unranked by all sources",Alimber Santa,,
"on authority, unranked by all sources",Luis Gastelum,,
"on authority, unranked by all sources",Tejay Antone,,
"on authority, unranked by all sources",Kaleb Wing,,
"on authority, unranked by all sources",Jake Munroe,,
"on authority, unranked by all sources",Peyton Gray,,
"on authority, unranked by all sources",Andrew Pinckney,,
"on authority, unranked by all sources",Jack Gurevitch,,
"on authority, unranked by all sources",John Holobetz,,
"on authority, unranked by all sources",Ricky Cabrera,,
"on authority, unranked by all sources",Brendan Beck,,
"on authority, unranked by all sources",Mason McGwire,,
"on authority, unranked by all sources",Blaine Bullard,,
"on authority, unranked by all sources",Gio Rojas,,
"on authority, unranked by all sources",Rikuu Nishida,,
"on authority, unranked by all sources",Braiden Ward,,
"on authority, unranked by all sources",Josh Kasevich,,
"on authority, unranked by all sources",Carter Baumler,,
"on authority, unranked by all sources",Talon Haley,,
"on authority, unranked by all sources",Teruaki Sato,,
"on authority, unranked by all sources",Bruin Agbayani,,
"on authority, unranked by all sources",Gage Ziehl,,
"on authority, unranked by all sources",C.J. Culpepper,,
"on authority, unranked by all sources",Reinold Navarro,,
"on authority, unranked by all sources",Cameron Flukey,,
"on authority, unranked by all sources",Isaiah Drake,,
"on authority, unranked by all sources",Yordany De Los Santos,,
"on authority, unranked by all sources",Enmanuel De Jesus,,
"on authority, unranked by all sources",Ethan Bagwell,,
"on authority, unranked by all sources",Miguel Hernandez,,
"on authority, unranked by all sources",Kade Morris,,
"on authority, unranked by all sources",Jose Ramos,,
"on authority, unranked by all sources",Young Woong Kim,,
"on authority, unranked by all sources",Levi Wells,,
"on authority, unranked by all sources",Nate Snead,,
"on authority, unranked by all sources",Jason Schiavone,,
"on authority, unranked by all sources",Jose Franco,,
"on authority, unranked by all sources",Alirio Ferrebus,,
"on authority, unranked by all sources",Liam Peterson,,
"on authority, unranked by all sources",Kevin Made,,
"on authority, unranked by all sources",Drew Cavanaugh,,
"on authority, unranked by all sources",Sam Petersen,,
"on authority, unranked by all sources",Owen Carey,,
"on authority, unranked by all sources",Zane Taylor,,
"on authority, unranked by all sources",Derek Curiel,,
"on authority, unranked by all sources",Harold Rivas,,
"on authority, unranked by all sources",Carson Roccaforte,,
"on authority, unranked by all sources",Luke Murphy,,
"on authority, unranked by all sources",Dean Livingston,,
"on authority, unranked by all sources",Kaeden Kent,,
"on authority, unranked by all sources",Brian Curley,,
"on authority, unranked by all sources",Richard Matic,,
"on authority, unranked by all sources",Luke Hill,,
"on authority, unranked by all sources",Carlos Virahonda,,
"on authority, unranked by all sources",Alejandro Blasco,,
"on authority, unranked by all sources",Tyler Bell,,
"on authority, unranked by all sources",Luis De La Torre,,
"on authority, unranked by all sources",Jefry Yan,,
"on authority, unranked by all sources",Dylan Brown,,
"on authority, unranked by all sources",A.J. Gracia,,
"on authority, unranked by all sources",Aidan Curry,,
"on authority, unranked by all sources",Ace Reese,,
"on authority, unranked by all sources",Brendan Jones,,
"on authority, unranked by all sources",Dixon Williams,,
"on authority, unranked by all sources",Wellington Aracena,,
"on authority, unranked by all sources",Steven Echavarria,,
"on authority, unranked by all sources",Shunpeita Yamashita,,
"on authority, unranked by all sources",Alika Williams,,
"on authority, unranked by all sources",Jirvin Morillo,,
"on authority, unranked by all sources",Chris Hacopian,,
"on authority, unranked by all sources",Kyle Lodise,,
"on authority, unranked by all sources",Ben Malgeri,,
"on authority, unranked by all sources",Jose Salas,,
"on authority, unranked by all sources",Colby Shelton,,
"on authority, unranked by all sources",Cade Winquest,,
"on authority, unranked by all sources",Jordan Groshans,,
"on authority, unranked by all sources",Michael Martinez,,
"on authority, unranked by all sources",Gerardo Carrillo,,
"on authority, unranked by all sources",Gabe Davis,,
"on authority, unranked by all sources",Jackson Lovich,,
"on authority, unranked by all sources",Luis Fragoza,,
"on authority, unranked by all sources",James Ellwanger,,
"on authority, unranked by all sources",Patrick Copen,,
"on authority, unranked by all sources",Keyner Benitez,,
"on authority, unranked by all sources",Lucas Elissalt,,
"on authority, unranked by all sources",Chad Dallas,,
"on authority, unranked by all sources",Jaron DeBerry,,
"on authority, unranked by all sources",Allen Facundo,,
"on authority, unranked by all sources",Ed Howard,,
"on authority, unranked by all sources",Jace Beck,,
"on authority, unranked by all sources",Jared Grindlinger,,
"on authority, unranked by all sources",Wilfri De La Cruz,,
"on authority, unranked by all sources",Rintaro Sasaki,,
"on authority, unranked by all sources",Tanner Murray,,
"on authority, unranked by all sources",Jean Cabrera,,
"on authority, unranked by all sources",Zion Rose,,
"on authority, unranked by all sources",Brooks Brannon,,
"on authority, unranked by all sources",Leandro Lopez,,
"on authority, unranked by all sources",Kyle Carr,,
"on authority, unranked by all sources",Mike Paredes,,
"on authority, unranked by all sources",Jace Avina,,
"on authority, unranked by all sources",Alec Gamboa,,
"on authority, unranked by all sources",Dax Whitney,,
"on authority, unranked by all sources",Turner Hill,,
"on authority, unranked by all sources",Dalton Pence,,
"on authority, unranked by all sources",Trevor Cohen,,
"on authority, unranked by all sources",Angel Bastardo,,
"on authority, unranked by all sources",Angel De Los Santos,,
"on authority, unranked by all sources",Manuel Rodriguez,,
"on authority, unranked by all sources",Dylan Ross,,
"on authority, unranked by all sources",Sawyer Strosnider,,
"on authority, unranked by all sources",Robby Ahlstrom,,
"on authority, unranked by all sources",Easton Carmichael,,
"on authority, unranked by all sources",Welinton Herrera,,
"on authority, unranked by all sources",James Hicks,,
"on authority, unranked by all sources",William Kempner,,
"on authority, unranked by all sources",Cesar Perdomo,,
"on authority, unranked by all sources",Hunter Dietz,,
"on authority, unranked by all sources",Johanfran Garcia,,
"on authority, unranked by all sources",Cam Maldonado,,
"on authority, unranked by all sources",Lucas Spence,,
"on authority, unranked by all sources",Brandan Bidois,,
